symbol,pass_report_days,next_report_days,next_report_date,current_price,market_cap,hv10,hv10_rank,phv10,phv10_rank,ivcall10,ivcall10_rank,ivmean10,ivmean10_rank,ivput10,ivput10_rank,hv180,hv180_rank,phv180,phv180_rank,ivcall1080,ivcall1080_rank,ivmean1080,ivmean1080_rank,ivput1080,ivput1080_rank,max_expiry,min_days,max_days
A,108.0,,,117.08000183105467,,0.2673,59.0,0.208,45.0,0.2566,38.0,0.256,37.0,0.2553,36.0,0.3404,76.0,0.2983,79.0,0.3185,67.0,0.3126,60.0,0.3066,51.0,20270115.0,35.0,609.0
AA,143.0,,,28.350000381469727,,0.1985,15.0,0.3035,47.0,0.5129,78.0,0.5026,76.0,0.4922,74.0,0.549,80.0,0.4786,84.0,0.4855,78.0,0.4981,78.0,0.5107,78.0,20270115.0,7.0,609.0
AAAU,,,,33.90999984741211,,0.1495,,0.0947,,0.2064,,0.2225,,0.2386,,0.1952,,0.1014,,0.1981,,0.2002,,0.2024,,20251219.0,35.0,217.0
AACT,,,,11.300000190734863,,0.0337,,0.0552,,,,,,,,0.0321,,0.0335,,,,,,,,,,
AAL,142.0,,,10.369999885559082,,0.5867,85.0,0.3855,71.0,0.4801,75.0,0.4774,75.0,0.4746,75.0,0.5928,89.0,0.4665,83.0,0.4932,79.0,0.5016,81.0,0.5101,80.0,20271217.0,7.0,945.0
AAMI,128.0,,,31.15999984741211,,0.2039,,0.2468,,0.2666,,,,,,0.0,,0.0,,0.2666,,,,,,20260116.0,35.0,245.0
AAOI,108.0,,,15.470000267028809,,0.7214,64.0,0.8923,86.0,0.9402,76.0,0.9358,75.0,0.9313,74.0,1.3467,95.0,1.1261,96.0,1.04,93.0,1.0329,91.0,1.0258,89.0,20270115.0,7.0,609.0
AAON,107.0,,,72.98999786376953,,1.0245,100.0,0.7781,100.0,0.3241,43.0,0.395,72.0,0.466,88.0,0.6767,99.0,0.4951,97.0,0.4953,99.0,0.5014,100.0,0.5075,99.0,20260116.0,35.0,245.0
AAP,108.0,,,48.470001220703125,,0.3898,84.0,0.3516,85.0,0.3961,78.0,0.4162,81.0,0.4363,83.0,0.8651,100.0,0.5305,98.0,0.5355,97.0,0.5282,95.0,0.5209,94.0,20270115.0,7.0,609.0
AAPB,,,,18.59000015258789,,0.4128,,0.4134,,0.5845,,0.5574,,0.5302,,0.7953,,0.601,,0.5392,,0.5832,,0.6272,,20260116.0,35.0,245.0
AAPD,,,,18.39999961853028,,0.1992,,0.2141,,0.1995,,0.2646,,0.3297,,0.4126,,0.315,,0.2273,,0.2995,,0.3717,,20260116.0,35.0,245.0
AAPL,135.0,,,196.4499969482422,,0.2044,35.0,0.218,48.0,0.2601,41.0,0.2617,42.0,0.2633,42.0,0.4028,83.0,0.3168,73.0,0.2898,35.0,0.3073,40.0,0.3247,49.0,20271217.0,7.0,945.0
AAPU,,,,20.31999969482422,,0.4099,,0.4311,,0.568,,0.551,,0.5341,,0.7931,,0.6172,,0.4794,,0.5521,,0.6248,,20260116.0,35.0,245.0
AAPW,,,,34.560699462890625,,0.2596,,0.194,,,,,,0.4738,,0.0,,0.0,,,,,,0.6683,,20251219.0,35.0,217.0
AAPX,,,,17.5,,0.3796,,0.3794,,0.5432,,0.7088,,0.8744,,0.8263,,0.5951,,0.5163,,0.5644,,0.6125,,20251219.0,35.0,217.0
AAPY,,,,20.81999969482422,,0.1704,,0.1419,,,,,,0.4068,,0.3468,,0.2013,,,,,,0.4101,,20260116.0,35.0,245.0
AAT,130.0,,,20.190000534057617,,0.293,79.0,0.1954,47.0,,,,,0.358,72.0,0.3121,81.0,0.2787,82.0,,,,,0.358,80.0,20260116.0,35.0,245.0
AAXJ,,,,80.73999786376953,,0.1304,34.0,0.0581,10.0,0.0989,2.0,0.1366,12.0,0.1743,41.0,0.223,81.0,0.1332,87.0,0.155,28.0,0.1696,20.0,0.1841,17.0,20251219.0,35.0,217.0
AB,128.0,,,39.40999984741211,,0.203,34.0,0.1679,11.0,0.2386,34.0,0.2368,22.0,0.235,17.0,0.3488,75.0,0.2993,63.0,0.1574,12.0,0.2626,38.0,0.3678,70.0,20260116.0,35.0,245.0
ABAT,212.0,,,1.3200000524520874,,0.3425,21.0,0.4767,42.0,1.0679,,1.1174,,1.167,,1.4822,90.0,1.3827,100.0,1.0196,,1.0933,,1.167,,20251219.0,35.0,217.0
ABBV,134.0,,,191.0800018310547,,0.112,13.0,0.186,44.0,0.2657,77.0,0.2675,76.0,0.2693,73.0,0.2873,74.0,0.2832,85.0,0.2119,41.0,0.2748,71.0,0.3378,81.0,20270115.0,7.0,609.0
ABCB,135.0,,,60.720001220703125,,0.243,48.0,0.1634,6.0,0.3235,52.0,0.2902,35.0,0.2568,15.0,0.3382,75.0,0.2833,54.0,0.2965,50.0,0.2895,40.0,0.2825,33.0,20260116.0,35.0,245.0
ABCL,107.0,,,3.200000047683716,,1.1326,97.0,0.9383,97.0,0.83,66.0,0.8077,,0.7854,,0.7564,93.0,0.6991,82.0,0.9836,81.0,0.8818,,0.7801,,20260116.0,35.0,245.0
ABEO,86.0,,,6.159999847412109,,0.4099,17.0,0.4366,6.0,0.9681,44.0,0.8878,32.0,0.8076,19.0,0.6379,16.0,0.6684,13.0,1.3463,80.0,1.197,69.0,1.0478,59.0,20251219.0,35.0,217.0
ABEV,108.0,,,2.440000057220459,,0.1613,12.0,0.2021,30.0,0.2067,4.0,0.2731,16.0,0.3395,25.0,0.3011,50.0,0.2591,55.0,0.1903,5.0,0.3394,42.0,0.4884,72.0,20270115.0,35.0,609.0
ABFL,,,,69.16000366210938,,0.1258,,0.054,,0.1757,,0.1659,,0.1561,,0.0,,0.1524,,0.1704,,0.1816,,0.1929,,20251219.0,35.0,217.0
ABG,135.0,,,232.4900054931641,,0.3162,47.0,0.225,16.0,0.3275,35.0,0.3332,36.0,0.3388,38.0,0.3963,57.0,0.3592,59.0,0.3651,48.0,0.364,44.0,0.363,44.0,20260116.0,35.0,245.0
ABL,219.0,,,6.059999942779541,,0.6366,,0.8157,,0.7765,,1.0254,,1.2742,,0.5566,,0.6357,,1.0398,,0.9814,,0.923,,20270115.0,35.0,609.0
ABM,94.0,,,44.93000030517578,,0.6236,95.0,0.5613,97.0,0.2351,25.0,0.2493,30.0,0.2635,37.0,0.3653,75.0,0.3281,79.0,0.2788,53.0,0.2917,52.0,0.3046,54.0,20260116.0,35.0,245.0
ABNB,121.0,,,135.5399932861328,,0.2959,28.0,0.2334,16.0,0.2937,12.0,0.292,11.0,0.2903,11.0,0.4643,60.0,0.3505,52.0,0.3875,20.0,0.3964,18.0,0.4053,17.0,20270115.0,7.0,609.0
ABNY,,,,12.014100074768066,,0.2686,,0.1645,,0.2616,,0.4637,,0.6658,,0.3818,,0.2578,,0.2616,,0.4637,,0.6658,,20260116.0,35.0,245.0
ABOS,214.0,,,1.0700000524520874,,1.0643,,0.782,,,,,,,,0.7356,,0.7992,,,,,,,,20260116.0,35.0,245.0
ABR,113.0,,,10.359999656677246,,0.2678,67.0,0.2884,76.0,0.3105,60.0,0.3407,57.0,0.3709,63.0,0.421,89.0,0.404,94.0,0.1869,44.0,0.3859,66.0,0.5848,76.0,20270115.0,7.0,609.0
ABSI,88.0,,,2.7799999713897705,,0.6079,,0.6445,,1.0738,,1.0016,,0.9293,,0.9759,,0.9735,,1.1247,,1.076,,1.0273,,20251121.0,35.0,189.0
ABT,143.0,,,135.6199951171875,,0.0963,12.0,0.1589,46.0,0.2043,59.0,0.2004,55.0,0.1964,51.0,0.2241,70.0,0.2228,82.0,0.2037,42.0,0.2366,61.0,0.2695,73.0,20270115.0,7.0,609.0
ABUS,220.0,,,3.5299999713897705,,0.2502,10.0,0.2905,3.0,2.2217,98.0,1.5915,93.0,0.9614,60.0,0.4595,24.0,0.4883,19.0,1.012,56.0,0.9867,57.0,0.9614,62.0,20270115.0,35.0,609.0
ACA,107.0,,,85.83000183105469,,0.2055,23.0,0.2119,19.0,0.2938,20.0,0.399,57.0,0.5042,88.0,0.3803,67.0,0.3271,59.0,0.3371,39.0,0.3345,32.0,0.3318,31.0,20251219.0,35.0,217.0
ACAD,108.0,,,21.709999084472656,,0.3018,18.0,0.2902,7.0,1.0129,85.0,0.7627,65.0,0.5125,20.0,0.556,28.0,0.5098,41.0,0.5258,20.0,0.5163,17.0,0.5068,14.0,20251219.0,35.0,217.0
ACB,129.0,,,5.849999904632568,,0.5148,31.0,0.4354,12.0,1.2904,80.0,1.2864,79.0,1.2825,77.0,0.7981,42.0,0.6382,38.0,0.7144,30.0,0.7902,22.0,0.866,26.0,20270115.0,35.0,609.0
ACCO,114.0,,,3.5799999237060547,,0.3087,49.0,0.2654,35.0,,,,,,,0.487,89.0,0.3852,84.0,,,,,,,20251219.0,35.0,217.0
