symbol,pass_report_days,next_report_days,next_report_date,current_price,market_cap,hv10,hv10_rank,phv10,phv10_rank,ivcall10,ivcall10_rank,ivmean10,ivmean10_rank,ivput10,ivput10_rank,hv180,hv180_rank,phv180,phv180_rank,ivcall1080,ivcall1080_rank,ivmean1080,ivmean1080_rank,ivput1080,ivput1080_rank,max_expiry,min_days,max_days
A,97.0,,,111.05000305175781,,0.2426,52.0,0.1943,37.0,0.298,55.0,0.3007,56.0,0.3035,56.0,0.338,75.0,0.2983,79.0,0.3145,65.0,0.3106,59.0,0.3067,51.0,20270115.0,35.0,609.0
AA,132.0,,,26.600000381469727,,0.1969,14.0,0.3493,59.0,0.4783,72.0,0.4564,67.0,0.4344,62.0,0.5584,81.0,0.4807,84.0,0.4782,76.0,0.5014,78.0,0.5245,81.0,20270115.0,7.0,609.0
AAAU,,,,33.404998779296875,,0.2533,,0.0804,,0.1904,,0.2354,,0.2804,,0.1953,,0.0997,,0.1906,,0.2017,,0.2129,,20251219.0,35.0,217.0
AACT,,,,11.539999961853027,,0.0801,,0.0741,,,,,,,,0.0291,,0.0302,,,,,,,,,,
AAL,131.0,,,11.380000114440918,,0.3191,40.0,0.2918,39.0,0.4258,65.0,0.4288,66.0,0.4319,67.0,0.6231,91.0,0.4726,84.0,0.4877,78.0,0.4948,80.0,0.502,79.0,20271217.0,7.0,945.0
AAMI,117.0,,,29.8700008392334,,0.262,,0.1534,,0.2818,,0.3334,,0.385,,0.0,,0.0,,0.2777,,0.3314,,0.385,,20260116.0,35.0,245.0
AAOI,97.0,,,15.515000343322754,,0.7755,68.0,0.7443,74.0,0.9657,77.0,0.9711,77.0,0.9765,77.0,1.3977,96.0,1.152,97.0,0.9702,87.0,0.9882,88.0,1.0063,87.0,20270115.0,7.0,609.0
AAON,96.0,,,94.06999969482422,,0.2252,33.0,0.2899,55.0,0.3832,71.0,0.4512,85.0,0.5193,93.0,0.6329,97.0,0.4676,97.0,0.4769,99.0,0.4714,99.0,0.466,98.0,20260116.0,35.0,245.0
AAP,97.0,,,49.72999954223633,,2.7961,100.0,0.9083,100.0,0.4824,90.0,0.4831,90.0,0.4838,89.0,0.867,100.0,0.5365,98.0,0.573,99.0,0.5512,97.0,0.5293,94.0,20270115.0,7.0,609.0
AAPB,,,,19.719999313354492,,0.5397,,0.3465,,0.589,,0.6056,,0.6221,,0.7934,,0.5957,,0.5078,,0.561,,0.6141,,20260116.0,35.0,245.0
AAPD,,,,17.899999618530273,,0.2597,,0.1802,,0.3104,,,,,,0.4117,,0.3125,,0.2398,,,,,,20260116.0,35.0,245.0
AAPL,124.0,,,201.6999969482422,,0.2612,53.0,0.1853,36.0,0.3016,54.0,0.2976,53.0,0.2937,52.0,0.4018,83.0,0.3141,71.0,0.2808,32.0,0.2996,38.0,0.3183,46.0,20271217.0,7.0,945.0
AAPU,,,,21.530000686645508,,0.5257,,0.3648,,0.597,,0.5914,,0.5858,,0.7912,,0.6118,,0.5032,,0.5712,,0.6391,,20260116.0,35.0,245.0
AAPW,,,,36.09000015258789,,0.2719,,0.1972,,,,,,0.4478,,0.0,,0.0,,,,,,0.6395,,20251219.0,35.0,217.0
AAPX,,,,18.559999465942383,,0.5353,,0.3461,,0.5417,,0.5928,,0.644,,0.8257,,0.5908,,0.5272,,0.5599,,0.5927,,20251219.0,35.0,217.0
AAPY,,,,21.26259994506836,,0.2344,,0.1152,,,,,,0.3649,,0.3459,,0.1981,,,,,,0.3747,,20260116.0,35.0,245.0
