symbol,pass_report_days,next_report_days,next_report_date,current_price,market_cap,hv10,hv10_rank,phv10,phv10_rank,ivcall10,ivcall10_rank,ivmean10,ivmean10_rank,ivput10,ivput10_rank,hv180,hv180_rank,phv180,phv180_rank,ivcall1080,ivcall1080_rank,ivmean1080,ivmean1080_rank,ivput1080,ivput1080_rank,max_expiry,min_days,max_days
A,85.0,,,108.91000366210938,,0.3298,73.0,0.2544,66.0,0.3794,78.0,0.3659,75.0,0.3524,72.0,0.3409,76.0,0.3045,81.0,0.3105,63.0,0.327,67.0,0.3436,69.0,20270115.0,35.0,609.0
AA,120.0,,,28.270000457763672,,0.4042,61.0,0.3517,60.0,0.4423,64.0,0.4602,68.0,0.478,71.0,0.5632,82.0,0.4783,84.0,0.4722,76.0,0.49,76.0,0.5077,78.0,20270115.0,7.0,609.0
AAAU,,,,32.779998779296875,,0.2365,,0.1078,,0.1985,,0.269,,0.3395,,0.1939,,0.0994,,0.1794,,0.1856,,0.1917,,20251219.0,35.0,217.0
AAL,119.0,,,11.239999771118164,,0.4908,77.0,0.3764,69.0,0.5067,79.0,0.5113,79.0,0.5159,80.0,0.6229,91.0,0.4718,84.0,0.4923,79.0,0.5008,81.0,0.5092,79.0,20271217.0,7.0,945.0
AAMI,105.0,,,29.540000915527344,,0.1561,,0.1609,,0.5594,,,,,,0.0,,0.0,,0.2843,,,,,,20260116.0,35.0,245.0
AAOI,85.0,,,17.06999969482422,,1.0439,83.0,1.0277,92.0,0.9639,77.0,0.9613,77.0,0.9587,76.0,1.4293,96.0,1.1662,97.0,1.0064,89.0,1.0023,89.0,0.9982,86.0,20270115.0,7.0,609.0
AAON,84.0,,,100.51000213623048,,0.3323,70.0,0.2617,41.0,0.4174,80.0,0.4002,73.0,0.3829,69.0,0.6347,98.0,0.4688,97.0,0.4794,99.0,0.468,99.0,0.4567,97.0,20260116.0,35.0,245.0
AAP,85.0,,,31.309999465942383,,0.665,96.0,0.4033,91.0,0.8341,99.0,0.949,99.0,1.0638,100.0,0.5768,94.0,0.5013,97.0,0.5634,98.0,0.5906,99.0,0.6177,99.0,20270115.0,7.0,609.0
AAPB,,,,19.8700008392334,,0.3326,,0.3778,,0.531,,0.5694,,0.6079,,0.7871,,0.5927,,0.3981,,0.5673,,0.7365,,20260116.0,35.0,245.0
AAPD,,,,17.850000381469727,,0.1593,,0.1862,,0.2704,,,,,,0.4088,,0.3109,,0.2154,,,,,,20260116.0,35.0,245.0
AAPL,112.0,,,202.08999633789065,,0.1644,21.0,0.1974,41.0,0.2928,52.0,0.2922,52.0,0.2915,51.0,0.3989,82.0,0.3127,71.0,0.2879,34.0,0.3044,39.0,0.3208,47.0,20271217.0,7.0,945.0
AAPU,,,,21.719999313354492,,0.3259,,0.3938,,0.5972,,0.6022,,0.6073,,0.7854,,0.609,,0.4663,,0.5472,,0.6282,,20260116.0,35.0,245.0
AAPW,,,,36.69729995727539,,0.1648,,0.1755,,,,,,0.5758,,0.0,,0.0,,,,,,0.6995,,20251219.0,35.0,217.0
AAPX,,,,18.709999084472656,,0.2201,,0.3018,,0.4251,,0.6144,,0.8038,,0.8178,,0.5846,,0.3411,,0.7864,,1.2317,,20251219.0,35.0,217.0
AAPY,,,,21.30620002746582,,0.1769,,0.0954,,0.1996,,0.2882,,0.3768,,0.343,,0.1972,,0.1996,,0.2942,,0.3888,,20260116.0,35.0,245.0
AAT,107.0,,,19.31999969482422,,0.2497,67.0,0.1929,45.0,,,,,0.3725,75.0,0.2995,79.0,0.2764,82.0,,,,,0.3725,82.0,20260116.0,35.0,245.0
AAXJ,,,,78.55999755859375,,0.0649,4.0,0.0747,28.0,0.161,40.0,0.1916,62.0,0.2223,77.0,0.2235,81.0,0.1338,88.0,0.1848,60.0,0.2036,63.0,0.2223,62.0,20251219.0,35.0,217.0
AB,105.0,,,39.97999954223633,,0.2269,43.0,0.2237,35.0,0.2182,24.0,0.2184,15.0,0.2185,11.0,0.3512,76.0,0.3044,65.0,0.1712,17.0,0.212,12.0,0.2529,16.0,20260116.0,35.0,245.0
ABAT,189.0,,,1.3200000524520874,,1.1488,86.0,1.1914,92.0,1.2483,,1.1384,,1.0286,,1.5092,91.0,1.409,100.0,1.0723,,1.0505,,1.0286,,20251219.0,35.0,217.0
ABBV,111.0,,,181.8000030517578,,0.4241,94.0,0.2872,87.0,0.3083,88.0,0.3077,87.0,0.3071,84.0,0.2948,76.0,0.2848,86.0,0.221,49.0,0.2788,78.0,0.3365,80.0,20270115.0,7.0,609.0
ABCB,112.0,,,61.619998931884766,,0.1581,17.0,0.1348,2.0,0.2882,38.0,0.2974,38.0,0.3066,45.0,0.3386,75.0,0.2866,57.0,0.2798,41.0,0.2892,40.0,0.2987,44.0,20260116.0,35.0,245.0
ABCL,84.0,,,1.9900000095367432,,0.44,27.0,0.6187,64.0,0.9946,88.0,,,,,0.7035,73.0,0.6705,76.0,0.9946,82.0,,,,,20260116.0,35.0,245.0
ABEO,63.0,,,6.449999809265137,,0.59,39.0,0.7712,56.0,1.72,85.0,1.4188,74.0,1.1177,56.0,0.6352,15.0,0.6602,12.0,0.8551,39.0,0.9864,48.0,1.1177,66.0,20251219.0,35.0,217.0
ABEV,85.0,,,2.509999990463257,,0.1053,2.0,0.1666,10.0,0.2281,10.0,0.2566,14.0,0.2852,6.0,0.3267,61.0,0.2691,62.0,0.2448,21.0,0.3082,28.0,0.3715,33.0,20270115.0,35.0,609.0
ABFL,,,,67.68000030517578,,0.1279,,0.0708,,0.1077,,0.1855,,0.2633,,0.0,,0.0,,0.1198,,0.1746,,0.2293,,20251219.0,35.0,217.0
ABG,112.0,,,225.5,,0.2317,23.0,0.1873,5.0,0.3659,51.0,0.3608,48.0,0.3556,46.0,0.3935,57.0,0.3596,59.0,0.3816,55.0,0.3796,53.0,0.3775,51.0,20260116.0,35.0,245.0
ABL,196.0,,,8.420000076293945,,0.2946,,0.2842,,0.5,,0.507,,0.5141,,0.4714,,0.5101,,0.5,,0.4999,,0.4998,,20270115.0,35.0,609.0
ABM,71.0,,,51.40999984741211,,0.1908,37.0,0.1311,6.0,0.4848,87.0,0.4507,84.0,0.4166,79.0,0.3304,69.0,0.3034,73.0,0.2704,50.0,0.2958,53.0,0.3212,60.0,20260116.0,35.0,245.0
ABNB,98.0,,,127.5199966430664,,0.3558,44.0,0.2274,14.0,0.3312,25.0,0.3317,25.0,0.3322,25.0,0.4654,60.0,0.3541,53.0,0.3955,23.0,0.4049,20.0,0.4143,20.0,20270115.0,7.0,609.0
ABNY,,,,11.897100448608398,,0.3199,,0.1825,,,,,,0.8164,,0.3762,,0.2554,,,,,,0.8164,,20260116.0,35.0,245.0
ABOS,191.0,,,1.0399999618530271,,0.6296,,0.6647,,,,,,,,0.7154,,0.7943,,,,,,,,20260116.0,35.0,245.0
ABR,90.0,,,9.079999923706056,,0.6316,95.0,0.4492,93.0,0.4191,81.0,0.4278,74.0,0.4365,74.0,0.399,84.0,0.3834,92.0,0.2291,65.0,0.5196,92.0,0.8101,96.0,20270115.0,7.0,609.0
ABSI,65.0,,,2.700000047683716,,0.3622,,1.07,,1.028,,1.1019,,1.1758,,1.0841,,1.0203,,1.2583,,1.1548,,1.0514,,20251121.0,35.0,189.0
ABT,120.0,,,133.0500030517578,,0.3083,88.0,0.1968,68.0,0.2182,66.0,0.2182,65.0,0.2181,64.0,0.2253,70.0,0.2222,82.0,0.2169,54.0,0.2436,67.0,0.2703,74.0,20270115.0,7.0,609.0
ABUS,197.0,,,3.1700000762939453,,0.3796,28.0,0.4813,30.0,0.7365,24.0,,,,,0.4703,26.0,0.4944,20.0,0.7365,18.0,,,,,20270115.0,35.0,609.0
ACA,84.0,,,85.20999908447266,,0.187,17.0,0.1747,4.0,0.2899,18.0,0.283,13.0,0.276,13.0,0.3792,66.0,0.3266,59.0,0.344,46.0,0.335,33.0,0.3261,26.0,20251219.0,35.0,217.0
ACAD,85.0,,,21.850000381469727,,1.4431,96.0,1.1995,96.0,0.5038,20.0,0.5146,20.0,0.5253,23.0,0.5748,32.0,0.5171,43.0,0.5631,26.0,0.5558,23.0,0.5485,21.0,20251219.0,35.0,217.0
ACB,106.0,,,5.21999979019165,,0.542,35.0,0.527,27.0,0.8844,44.0,0.8848,40.0,0.8852,37.0,0.7943,42.0,0.6348,38.0,0.6748,23.0,0.7375,15.0,0.8002,15.0,20270115.0,35.0,609.0
ACCO,91.0,,,3.619999885559082,,0.2956,46.0,0.2618,34.0,,,,,,,0.49,89.0,0.3903,84.0,,,,,,,20251219.0,35.0,217.0
ACDC,77.0,,,6.550000190734863,,0.8673,,0.953,,0.6406,,0.7544,,0.8683,,0.9755,,0.8352,,0.6817,,0.8332,,0.9848,,20251121.0,35.0,189.0
ACEL,204.0,,,11.300000190734863,,0.1849,12.0,0.1512,1.0,0.307,5.0,0.3037,,0.3005,3.0,0.3343,28.0,0.3112,38.0,0.3272,9.0,0.3241,,0.321,3.0,20260116.0,35.0,245.0
ACES,,,,25.309999465942383,,0.3783,64.0,0.1874,10.0,0.3494,40.0,0.3431,30.0,0.3369,28.0,0.3406,34.0,0.2757,49.0,0.2357,6.0,0.2698,8.0,0.3039,11.0,20251219.0,35.0,217.0
ACET,77.0,,,0.699999988079071,,1.6342,98.0,0.9808,94.0,,,,,,,1.0384,88.0,0.897,92.0,,,,,,,20260116.0,35.0,245.0
ACGL,101.0,,,92.8499984741211,,0.305,87.0,0.1972,65.0,0.2479,69.0,0.2479,68.0,0.2479,67.0,0.2763,87.0,0.2385,83.0,0.2633,77.0,0.2593,74.0,0.2553,69.0,20251219.0,35.0,217.0
ACHC,84.0,,,23.510000228881836,,0.6348,94.0,0.6593,96.0,0.6235,92.0,0.6228,93.0,0.6222,92.0,0.6228,95.0,0.4833,88.0,0.6473,100.0,0.662,100.0,0.6768,100.0,20260116.0,35.0,245.0
ACHR,84.0,,,10.81999969482422,,1.7868,,1.0483,,0.7736,,0.7745,,0.7754,,1.1938,,1.0515,,0.7465,,0.7756,,0.8048,,20270115.0,7.0,609.0
ACHV,72.0,,,3.140000104904175,,1.1491,,0.9657,,1.4193,,,,,,0.735,,0.7333,,1.4193,,,,,,20251219.0,35.0,217.0
ACI,134.0,,,22.040000915527344,,0.2327,21.0,0.197,12.0,0.433,50.0,0.327,14.0,0.2211,3.0,0.294,15.0,0.2799,20.0,0.1587,1.0,0.2177,1.0,0.2767,2.0,20270115.0,7.0,609.0
ACIC,84.0,,,11.029999732971191,,0.3645,,0.3562,,0.324,,0.3414,,0.3587,,0.3496,,0.4024,,0.4578,,0.4404,,0.4231,,20251121.0,35.0,189.0
ACIO,,,,39.88999938964844,,0.0915,,0.0785,,,,,,,,0.1484,,0.1184,,,,,,,,20251121.0,35.0,189.0
ACIU,70.0,,,1.649999976158142,,0.7616,73.0,0.6233,52.0,,,,,,,0.4823,1.0,0.5854,8.0,,,,,,,20251121.0,35.0,189.0
ACIW,84.0,,,45.70000076293945,,0.3129,63.0,0.2565,42.0,0.4298,70.0,0.4048,65.0,0.3797,60.0,0.4143,75.0,0.3467,69.0,0.3777,73.0,0.3712,71.0,0.3646,67.0,20251121.0,35.0,189.0
ACLS,101.0,,,59.06999969482422,,0.3716,33.0,0.2895,9.0,0.5015,46.0,0.5042,45.0,0.5068,45.0,0.5618,59.0,0.4952,56.0,0.5434,64.0,0.5418,63.0,0.5402,61.0,20251219.0,35.0,217.0
ACLX,84.0,,,65.54000091552734,,0.5382,,1.0253,,0.7215,,0.7618,,0.8022,,0.6224,,0.662,,0.6776,,0.6869,,0.6962,,20251219.0,35.0,217.0
ACM,108.0,,,107.44000244140624,,0.1373,12.0,0.1256,1.0,0.2425,18.0,0.2511,20.0,0.2597,24.0,0.2594,34.0,0.259,50.0,0.2596,15.0,0.2691,20.0,0.2786,28.0,20260417.0,35.0,336.0
ACMR,85.0,,,23.030000686645508,,0.5063,49.0,0.3882,34.0,0.6062,53.0,0.6042,52.0,0.6022,51.0,0.8235,68.0,0.6303,72.0,0.6734,56.0,0.6783,56.0,0.6832,57.0,20270115.0,35.0,609.0
ACN,63.0,,,317.7200012207031,,0.1428,28.0,0.1628,37.0,0.2268,48.0,0.2252,46.0,0.2236,43.0,0.2965,75.0,0.2385,72.0,0.2527,60.0,0.2812,70.0,0.3096,73.0,20270115.0,7.0,609.0
ACNB,119.0,,,43.0099983215332,,0.1834,,0.1567,,0.3308,,0.3107,,0.2906,,0.2976,,0.318,,0.3392,,0.3149,,0.2906,,20260116.0,35.0,245.0
ACNT,379.0,,,12.609999656677246,,0.5958,,0.4561,,,,,,0.4176,,0.2803,,0.3026,,,,,,0.4176,,20251219.0,35.0,217.0
ACR,78.0,,,18.489999771118164,,0.1761,17.0,0.3014,54.0,0.3972,,,,,,0.3977,65.0,0.3991,82.0,0.3972,,,,,,20251121.0,35.0,189.0
ACRE,99.0,,,4.579999923706055,,0.3391,81.0,0.3063,82.0,0.5247,88.0,,,,,0.471,95.0,0.3959,94.0,0.4438,88.0,,,,,20251121.0,35.0,189.0
ACRS,84.0,,,1.2899999618530271,,0.6885,67.0,0.7081,64.0,1.1677,74.0,,,,,0.7245,53.0,0.7791,65.0,1.1677,79.0,,,,,20251219.0,35.0,217.0
ACT,107.0,,,35.689998626708984,,0.2794,78.0,0.2454,67.0,0.2483,31.0,0.2514,28.0,0.2546,30.0,0.2258,39.0,0.2253,40.0,0.2886,43.0,0.3024,49.0,0.3162,52.0,20260116.0,35.0,245.0
ACTG,70.0,,,3.7799999713897705,,0.2856,28.0,0.3346,26.0,0.599,50.0,,,,,0.4372,34.0,0.3876,22.0,0.5705,45.0,,,,,20251121.0,35.0,189.0
ACVA,92.0,,,16.329999923706055,,0.1875,3.0,0.2454,1.0,0.4497,15.0,0.4504,,0.4512,,0.5131,53.0,0.5036,56.0,0.5369,27.0,0.5348,,0.5326,,20251121.0,35.0,189.0
ACWI,,,,122.75,,0.1008,33.0,0.0926,50.0,0.1424,62.0,0.155,64.0,0.1677,66.0,0.2208,81.0,0.1694,85.0,0.1183,37.0,0.1587,51.0,0.199,60.0,20270115.0,35.0,609.0
ACWV,,,,118.05999755859376,,0.1369,83.0,0.0822,70.0,0.1192,74.0,0.125,71.0,0.1309,66.0,0.1371,79.0,0.1141,83.0,0.0796,43.0,0.1106,44.0,0.1416,45.0,20260116.0,35.0,245.0
ACWX,,,,59.349998474121094,,0.0674,9.0,0.0705,31.0,0.1157,28.0,0.1504,56.0,0.1851,68.0,0.1938,70.0,0.1324,77.0,0.1123,21.0,0.1458,32.0,0.1793,46.0,20251219.0,35.0,217.0
ACXP,66.0,,,0.4110000133514404,,0.5293,,0.7444,,,,,,,,1.2419,,1.0453,,,,,,,,20260116.0,35.0,245.0
ADAP,190.0,,,0.2750000059604645,,1.3194,94.0,1.1701,91.0,,,,,,,1.1003,91.0,1.0639,89.0,,,,,,,20251219.0,35.0,217.0
ADBE,71.0,,,414.0299987792969,,0.209,35.0,0.1649,16.0,0.2614,35.0,0.2623,35.0,0.2632,36.0,0.4049,81.0,0.2653,57.0,0.3514,73.0,0.3569,74.0,0.3624,74.0,20271217.0,7.0,945.0
ADC,100.0,,,74.93000030517578,,0.1985,62.0,0.1407,17.0,0.1464,6.0,0.1734,8.0,0.2004,24.0,0.2016,56.0,0.2064,61.0,0.2015,48.0,0.198,28.0,0.1944,15.0,20260116.0,35.0,245.0
ADCT,196.0,,,1.9700000286102295,,2.5623,100.0,1.5808,99.0,,,,,,,1.3816,98.0,1.0552,96.0,,,,,,,20260116.0,35.0,245.0
ADEA,93.0,,,13.010000228881836,,0.2064,,0.2068,,0.4088,,,,,,0.5015,,0.3948,,0.4367,,,,,,20251219.0,35.0,217.0
ADI,92.0,,,222.22000122070312,,0.1418,12.0,0.1972,32.0,0.4115,87.0,0.446,90.0,0.4804,92.0,0.4772,91.0,0.3734,89.0,0.2959,65.0,0.3333,75.0,0.3707,84.0,20270617.0,7.0,762.0
ADM,107.0,,,48.29999923706055,,0.3535,84.0,0.2712,79.0,0.2543,55.0,0.2548,54.0,0.2552,52.0,0.3097,75.0,0.2714,82.0,0.2818,71.0,0.279,63.0,0.2761,40.0,20270115.0,7.0,609.0
ADMA,80.0,,,20.1200008392334,,0.3582,22.0,0.4283,26.0,0.4841,4.0,0.4788,3.0,0.4734,3.0,0.5897,39.0,0.5872,38.0,0.6065,17.0,0.604,16.0,0.6015,15.0,20270115.0,35.0,609.0
ADNT,114.0,,,14.899999618530272,,0.3491,36.0,0.2521,15.0,0.5339,56.0,0.5292,56.0,0.5244,55.0,0.5608,59.0,0.5012,71.0,0.4651,45.0,0.5191,52.0,0.5731,63.0,20260116.0,35.0,245.0
ADP,113.0,,,322.6300048828125,,0.1378,37.0,0.1348,35.0,0.1693,41.0,0.1658,35.0,0.1623,30.0,0.2146,67.0,0.2059,73.0,0.2448,76.0,0.2352,64.0,0.2257,43.0,20270115.0,7.0,609.0
ADPT,100.0,,,9.09000015258789,,0.3477,10.0,0.4238,11.0,0.8488,54.0,0.997,77.0,1.1452,88.0,0.8822,85.0,0.8444,100.0,0.765,61.0,0.7678,62.0,0.7706,60.0,20260116.0,35.0,245.0
ADSE,,,,11.800000190734863,,0.5568,,0.8872,,,,,,1.4768,,0.4257,,0.5875,,,,,,1.1133,,20251121.0,35.0,189.0
