symbol,pass_report_days,next_report_days,next_report_date,current_price,market_cap,hv10,hv10_rank,phv10,phv10_rank,ivcall10,ivcall10_rank,ivmean10,ivmean10_rank,ivput10,ivput10_rank,hv180,hv180_rank,phv180,phv180_rank,ivcall1080,ivcall1080_rank,ivmean1080,ivmean1080_rank,ivput1080,ivput1080_rank,max_expiry,min_days,max_days
A,80.0,,,113.7699966430664,,0.555,94.0,0.3182,82.0,0.3719,77.0,0.3744,77.0,0.377,77.0,0.338,75.0,0.3043,80.0,0.2962,55.0,0.3214,64.0,0.3467,71.0,20270115.0,35.0,609.0
AA,115.0,,,29.399999618530273,,0.5656,82.0,0.3786,67.0,0.4669,69.0,0.4624,68.0,0.458,67.0,0.5736,83.0,0.4785,84.0,0.5126,84.0,0.5003,78.0,0.488,74.0,20270115.0,7.0,609.0
AAAU,,,,31.540000915527344,,0.2648,,0.1275,,0.1981,,0.2099,,0.2217,,0.1935,,0.0981,,0.1726,,0.195,,0.2174,,20251219.0,35.0,217.0
AAL,114.0,,,11.859999656677246,,0.5335,81.0,0.4135,77.0,0.5135,80.0,0.5116,79.0,0.5098,79.0,0.6209,91.0,0.4714,84.0,0.4864,78.0,0.4942,80.0,0.5021,79.0,20271217.0,7.0,945.0
AAMI,100.0,,,30.239999771118164,,0.2027,,0.2341,,0.2987,,0.558,,0.8173,,0.0,,0.0,,0.2987,,0.3138,,0.329,,20260116.0,35.0,245.0
AAOI,80.0,,,18.690000534057617,,1.5,94.0,1.3215,97.0,0.8949,73.0,0.9006,74.0,0.9062,73.0,1.4251,96.0,1.1663,97.0,0.955,85.0,0.976,87.0,0.9969,86.0,20270115.0,7.0,609.0
AAON,79.0,,,106.87000274658203,,0.332,70.0,0.2903,56.0,0.3794,70.0,0.3952,72.0,0.4111,78.0,0.6324,97.0,0.468,97.0,0.4644,98.0,0.4584,96.0,0.4524,97.0,20260116.0,35.0,245.0
AAP,80.0,,,35.029998779296875,,0.5692,95.0,0.3419,83.0,1.0262,100.0,1.0286,100.0,1.031,100.0,0.5865,94.0,0.5076,97.0,0.5282,96.0,0.565,98.0,0.6018,99.0,20270115.0,7.0,609.0
AAPB,,,,21.709999084472656,,0.7006,,0.3417,,0.5013,,0.5091,,0.5169,,0.7855,,0.5896,,0.4271,,0.552,,0.6769,,20260116.0,35.0,245.0
AAPD,,,,17.06999969482422,,0.3906,,0.1787,,0.3134,,0.2856,,0.2579,,0.408,,0.3097,,0.2065,,0.2656,,0.3247,,20260116.0,35.0,245.0
AAPL,107.0,,,211.25999450683594,,0.3628,76.0,0.1823,34.0,0.2311,31.0,0.2324,31.0,0.2338,32.0,0.3981,82.0,0.3114,70.0,0.2781,32.0,0.2952,36.0,0.3122,44.0,20271217.0,7.0,945.0
AAPU,,,,23.760000228881836,,0.7052,,0.3534,,0.4361,,0.4743,,0.5125,,0.7838,,0.6062,,0.4306,,0.5025,,0.5743,,20260116.0,35.0,245.0
AAPW,,,,38.85329818725586,,0.4052,,0.191,,,,,,0.4121,,0.0,,0.0,,,,,,0.5913,,20251219.0,35.0,217.0
AAPX,,,,20.485000610351562,,0.7086,,0.3337,,0.5347,,0.5288,,0.5228,,0.8189,,0.5833,,0.3521,,0.7498,,1.1474,,20251219.0,35.0,217.0
AAPY,,,,22.37019920349121,,0.3016,,0.0831,,,,,,0.4048,,0.3416,,0.1965,,,,,,0.4086,,20260116.0,35.0,245.0
AAT,102.0,,,19.940000534057617,,0.1454,26.0,0.1884,42.0,0.6082,95.0,0.5488,94.0,0.4895,89.0,0.2997,79.0,0.2772,82.0,0.6082,100.0,0.5488,100.0,0.4895,96.0,20260116.0,35.0,245.0
AAXJ,,,,78.63999938964844,,0.1674,56.0,0.07,22.0,0.1488,28.0,0.1597,31.0,0.1706,38.0,0.224,81.0,0.1336,88.0,0.1703,44.0,0.1857,38.0,0.2011,35.0,20251219.0,35.0,217.0
