symbol,pass_report_days,next_report_days,next_report_date,current_price,market_cap,hv10,hv10_rank,phv10,phv10_rank,ivcall10,ivcall10_rank,ivmean10,ivmean10_rank,ivput10,ivput10_rank,hv180,hv180_rank,phv180,phv180_rank,ivcall1080,ivcall1080_rank,ivmean1080,ivmean1080_rank,ivput1080,ivput1080_rank,max_expiry,min_days,max_days
A,84.0,,,113.4800033569336,,0.5386,93.0,0.2768,73.0,0.3854,79.0,0.3833,79.0,0.3813,78.0,0.3363,75.0,0.3033,80.0,0.2975,56.0,0.3172,62.0,0.3368,65.0,20270115.0,35.0,609.0
AA,119.0,,,28.790000915527344,,0.6018,85.0,0.3447,57.0,0.4531,66.0,0.4514,66.0,0.4497,65.0,0.5656,82.0,0.4784,84.0,0.5121,83.0,0.4999,78.0,0.4877,74.0,20270115.0,7.0,609.0
AAAU,,,,32.540000915527344,,0.2993,,0.1083,,0.2043,,0.2534,,0.3026,,0.1939,,0.0993,,0.1683,,0.1848,,0.2013,,20251219.0,35.0,217.0
AAL,118.0,,,11.649999618530272,,0.5325,81.0,0.4033,75.0,0.4984,78.0,0.4946,77.0,0.4907,77.0,0.6211,91.0,0.4722,84.0,0.5134,82.0,0.4985,80.0,0.4836,76.0,20271217.0,7.0,945.0
AAMI,104.0,,,30.11000061035156,,0.1751,,0.1768,,0.3447,,0.3415,,0.3383,,0.0,,0.0,,0.3447,,0.3578,,0.3708,,20260116.0,35.0,245.0
AAOI,84.0,,,18.959999084472656,,1.5003,94.0,1.0928,93.0,0.9416,76.0,0.9458,76.0,0.9501,75.0,1.4235,96.0,1.1617,97.0,0.9718,87.0,0.9818,87.0,0.9919,85.0,20270115.0,7.0,609.0
AAON,83.0,,,104.52999877929688,,0.3499,74.0,0.2636,43.0,0.3422,53.0,0.3515,52.0,0.3607,57.0,0.6324,97.0,0.4679,97.0,0.4657,98.0,0.4652,98.0,0.4647,98.0,20260116.0,35.0,245.0
AAP,84.0,,,34.15999984741211,,0.5844,95.0,0.3389,82.0,0.9888,100.0,0.9948,100.0,1.0007,100.0,0.5664,94.0,0.499,97.0,0.5214,96.0,0.5666,98.0,0.6118,99.0,20270115.0,7.0,609.0
AAPB,,,,20.850000381469727,,0.7739,,0.3357,,0.4599,,0.5078,,0.5558,,0.7844,,0.5908,,0.3628,,0.5379,,0.713,,20260116.0,35.0,245.0
AAPD,,,,17.450000762939453,,0.4292,,0.1738,,,,,,0.3488,,0.4076,,0.3101,,,,,,0.3488,,20260116.0,35.0,245.0
AAPL,111.0,,,206.86000061035156,,0.4014,81.0,0.1803,34.0,0.256,40.0,0.254,39.0,0.252,38.0,0.3976,82.0,0.3119,71.0,0.2775,32.0,0.2984,37.0,0.3192,47.0,20271217.0,7.0,945.0
AAPU,,,,22.780000686645508,,0.781,,0.3525,,0.4726,,0.5142,,0.5558,,0.7828,,0.6072,,0.4779,,0.5355,,0.5931,,20260116.0,35.0,245.0
