percentiles,hv10,hv120,hv150,hv180,hv20,hv30,hv60,hv90,ivcall10,ivcall1080,ivcall120,ivcall150,ivcall180,ivcall20,ivcall270,ivcall30,ivcall360,ivcall60,ivcall720,ivcall90,phv10,phv120,phv150,phv180,phv20,phv30,phv60,phv90
0,0.0640039999999999,0.202462,0.207608,0.2121,0.0978079999999999,0.113132,0.144972,0.185078,0.232583,0.249869,0.237669,0.237869,0.2403,0.232583,0.248252,0.232583,0.253152,0.235645,0.251769,0.238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.09186,0.2075,0.211024,0.219,0.1185239999999999,0.132516,0.1692,0.1915,0.23879,0.256914,0.2418,0.2425759999999999,0.243176,0.239176,0.2521,0.239376,0.2586,0.2405759999999999,0.260438,0.2416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.1054099999999999,0.209662,0.2162619999999999,0.22411,0.128248,0.14741,0.178924,0.199562,0.242335,0.2615,0.245007,0.245714,0.246407,0.242335,0.254014,0.242807,0.261014,0.243607,0.2644,0.244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.114932,0.2123,0.2216,0.2283,0.1424959999999999,0.15666,0.187716,0.205032,0.246004,0.265532,0.2475,0.2477,0.248576,0.246004,0.2563,0.246176,0.2627759999999999,0.2465,0.2681759999999999,0.247128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.12427,0.21387,0.22434,0.2299,0.15077,0.1654,0.1924,0.2091,0.247935,0.269635,0.24969,0.2498,0.2511,0.247935,0.258045,0.2481,0.264545,0.2488,0.27139,0.248845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.1316,0.217248,0.226524,0.2311,0.1578,0.1727,0.1964,0.2134,0.251,0.2733,0.251814,0.252914,0.253314,0.251,0.26,0.251,0.2659,0.251342,0.273714,0.251328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.138378,0.22,0.229178,0.232812,0.1676,0.180056,0.202078,0.214978,0.252983,0.275083,0.253683,0.254483,0.255483,0.252983,0.2614,0.252983,0.267483,0.253383,0.2755,0.253583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.145196,0.223964,0.231532,0.235096,0.1731,0.186432,0.2049,0.218032,0.255252,0.276552,0.255552,0.256552,0.2574,0.255252,0.2626,0.255404,0.268652,0.255452,0.2768,0.2555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.15,0.230872,0.2342,0.237172,0.178158,0.191044,0.2089,0.220786,0.258463,0.2779,0.258442,0.2584,0.259221,0.258463,0.264,0.2587,0.2699629999999999,0.2583209999999999,0.278321,0.258142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.1556,0.2338,0.2395,0.2384,0.18384,0.1947,0.21384,0.22424,0.26089,0.2789,0.26136,0.2605,0.2606,0.26089,0.2658,0.26089,0.27099,0.26049,0.2793,0.2609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
