percentiles,hv10,hv120,hv150,hv180,hv20,hv30,hv60,hv90,ivcall10,ivcall1080,ivcall120,ivcall150,ivcall180,ivcall20,ivcall270,ivcall30,ivcall360,ivcall60,ivcall720,ivcall90,phv10,phv120,phv150,phv180,phv20,phv30,phv60,phv90
0,0.166799,0.0,0.0,0.0,0.201308,0.2447,0.301414,0.0,0.490462,0.513059,0.549158,0.541007,0.525122,0.492544,0.513059,0.498619,0.513059,0.520003,0.513059,0.537108,0.292199,0.0,0.0,0.0,0.310299,0.33977,0.384718,0.0
1,0.202142,0.356454,0.383782,0.0,0.257068,0.29044,0.338514,0.353608,0.538402,0.553896,0.5821,0.579696,0.572402,0.538402,0.553896,0.537218,0.553896,0.552008,0.553896,0.576416,0.31957,0.43907,0.464478,0.0,0.3669,0.406806,0.4256419999999999,0.437884
2,0.2210649999999999,0.381984,0.396242,0.402871,0.284881,0.310813,0.357326,0.3689,0.582964,0.573833,0.59521,0.598155,0.589255,0.5804440000000001,0.573833,0.5798,0.573833,0.583008,0.573833,0.5935440000000001,0.349842,0.476471,0.490091,0.506842,0.399355,0.425784,0.443171,0.459342
3,0.2361,0.399056,0.4102,0.410212,0.3045,0.339724,0.3694759999999999,0.381668,0.61046,0.5925480000000001,0.615692,0.6199920000000001,0.602832,0.60594,0.5925480000000001,0.59986,0.5925480000000001,0.614996,0.5925480000000001,0.61588,0.369964,0.489784,0.511132,0.5202559999999999,0.418356,0.4366279999999999,0.452828,0.473556
4,0.249105,0.414785,0.4182,0.424585,0.32226,0.35131,0.3912,0.41464,0.638595,0.623595,0.640955,0.64049,0.63055,0.640445,0.623595,0.63624,0.623595,0.639765,0.623595,0.63788,0.388455,0.502365,0.525185,0.54317,0.43308,0.449295,0.46857,0.485585
5,0.266768,0.4239,0.42761,0.4369,0.3352259999999999,0.367526,0.401826,0.430142,0.673184,0.663104,0.687236,0.682254,0.678266,0.671998,0.663104,0.669998,0.663104,0.673028,0.663104,0.677886,0.4033,0.51372,0.539168,0.550742,0.4408519999999999,0.459184,0.478952,0.4998939999999999
6,0.282199,0.431499,0.4421,0.449896,0.345897,0.383093,0.412499,0.442499,0.696313,0.691026,0.715557,0.7169179999999999,0.702631,0.697013,0.691026,0.6969540000000001,0.691026,0.699959,0.691026,0.707618,0.412995,0.524494,0.5524,0.556297,0.449799,0.467399,0.487999,0.5096980000000001
7,0.296812,0.448756,0.45536,0.480088,0.359556,0.3966,0.424868,0.4537,0.715584,0.710696,0.7326400000000001,0.732996,0.721992,0.716776,0.710696,0.716992,0.710696,0.72282,0.710696,0.727128,0.4218,0.536892,0.5583,0.566424,0.4571,0.480892,0.503568,0.5221
8,0.306991,0.47563,0.491726,0.525525,0.3735,0.4065129999999999,0.435313,0.4686,0.732766,0.723765,0.746931,0.744761,0.733032,0.733733,0.723765,0.7338,0.723765,0.7392329999999999,0.723765,0.745933,0.4322,0.547165,0.564726,0.577426,0.464926,0.4923,0.517139,0.529852
9,0.32107,0.4927,0.5231600000000002,0.56161,0.38542,0.41464,0.44637,0.4795,0.74597,0.73387,0.7668400000000001,0.75748,0.74361,0.74698,0.73387,0.7474,0.73387,0.75307,0.73387,0.76282,0.44405,0.55787,0.57021,0.58581,0.47965,0.49927,0.5280400000000001,0.53913
10,0.3307,0.504232,0.556978,0.572154,0.395054,0.422027,0.4588,0.487916,0.7619210000000001,0.7437280000000001,0.777428,0.7696,0.7553139999999999,0.764121,0.7437280000000001,0.766435,0.7437280000000001,0.770363,0.7437280000000001,0.780321,0.454327,0.5679,0.579681,0.597627,0.487727,0.506627,0.538808,0.556254
11,0.341968,0.526136,0.572384,0.581384,0.406136,0.4349039999999999,0.4704,0.498,0.772688,0.756528,0.791444,0.77822,0.76432,0.774976,0.756528,0.776888,0.756528,0.7823720000000001,0.756528,0.794176,0.463484,0.577656,0.5947,0.605484,0.4955839999999999,0.511784,0.544484,0.567336
12,0.352941,0.5455409999999999,0.581051,0.5851,0.417841,0.446223,0.4856,0.5056820000000001,0.7808430000000001,0.766748,0.803181,0.7898050000000001,0.772,0.781929,0.766748,0.784362,0.766748,0.794886,0.766748,0.802505,0.470941,0.5881409999999999,0.603523,0.609941,0.503982,0.520241,0.555564,0.5745
13,0.360896,0.558498,0.5899,0.59119,0.4264,0.4517,0.498594,0.5144,0.792536,0.7747900000000001,0.811518,0.796326,0.782452,0.7927719999999999,0.7747900000000001,0.7971520000000001,0.7747900000000001,0.812054,0.7747900000000001,0.817318,0.477496,0.598696,0.613,0.6153,0.5107980000000001,0.5290840000000001,0.5625,0.578694
